,author_id,tweet_id,text,created_at
202,44196397,1515888255052533761,@gigadgets_ Sounds high,2022-04-18 03:01:38+00:00
203,44196397,1515860368417034243,@TEDchris I should probably stop cutting my own hair haha,2022-04-18 01:10:49+00:00
204,44196397,1515860217128538116,@TEDchris Good interview,2022-04-18 01:10:13+00:00
205,44196397,1515801552392527872,@pmarca @SallyMayweather 😜,2022-04-17 21:17:06+00:00
206,44196397,1515799688296943636,Happy Easter! https://t.co/3gBFlrPOQO,2022-04-17 21:09:42+00:00
207,44196397,1515728751912534016,Smooth landing video https://t.co/2K8Z80aB0u,2022-04-17 16:27:49+00:00
208,44196397,1515577134437347329,"@WholeMarsBlog Based on feedback received, we will drop mobile connector price to $200 &amp; make it easy to order with car. 

Note, mobile connector is not needed if you have a Tesla wall connector or to use Superchargers.

Recommend installing Tesla wall connector well before car arrives.",2022-04-17 06:25:21+00:00
209,44196397,1515440119074930694,"@WSBChairman In fairness to the Twitter board, this might be more of a concern about other potential bidders vs just me",2022-04-16 21:20:54+00:00
210,44196397,1515439697425805315,"@WholeMarsBlog Usage statistics were super low, so seemed wasteful. On the (minor) plus side, we will be including more plug adapters with the mobile connector kit.",2022-04-16 21:19:14+00:00
211,44196397,1515436658317041670,@business 😛,2022-04-16 21:07:09+00:00
212,44196397,1515405264740134918,🎶 Love Me Tender 🎶,2022-04-16 19:02:24+00:00
213,44196397,1515403974802870279,"@ChrisJBakke Wow, with Jack departing, the Twitter board collectively owns almost no shares! Objectively, their economic interests are simply not aligned with shareholders.",2022-04-16 18:57:17+00:00
214,44196397,1515386726818144264,"@waitbutwhy Civilization, as defined by the invention of writing, is only ~5500 years old https://t.co/SMHYvKN2sd",2022-04-16 17:48:44+00:00
215,44196397,1515369292908441604,@MarketRebels 🤣🤣,2022-04-16 16:39:28+00:00
216,44196397,1515368314041774087,@ICannot_Enough !,2022-04-16 16:35:34+00:00
217,44196397,1515367711894917122,@DavidSacks Indeed,2022-04-16 16:33:11+00:00
218,44196397,1515188160371777536,@redletterdave 🙃,2022-04-16 04:39:42+00:00
219,44196397,1515176371269611521,@lrocket @TonyeFreeman Thanks for teaching me so much about rocket engines!,2022-04-16 03:52:52+00:00
220,44196397,1515157069443309570,@lrocket 🤣,2022-04-16 02:36:10+00:00
221,44196397,1515102072676487171,@daelmor @MFrunker @28delayslater @WholeMarsBlog @RenataKonkoly @DimaZeniuk @SirineAti @TroyRubert @Kristennetten @marenkahnert 🤣,2022-04-15 22:57:38+00:00
222,44196397,1515080561643208710,@yishan My most immediate takeaway from this novella of a thread is that Twitter is *way* overdue for long form tweets!,2022-04-15 21:32:09+00:00
223,44196397,1515060055388864522,@ICannot_Enough 🤣,2022-04-15 20:10:40+00:00
224,44196397,1515059837448691715,Thanks for the support! https://t.co/nY4nyRfqcl,2022-04-15 20:09:48+00:00
225,44196397,1514726980909948928,🤔 https://t.co/PfqYpLiuVd,2022-04-14 22:07:09+00:00
226,44196397,1514725812544712708,"@BillyM2k @vladtenev Exactly, block size &amp; time should keep pace with the rest of the Internet",2022-04-14 22:02:30+00:00
227,44196397,1514723388396392452,@BillyM2k As I was saying …,2022-04-14 21:52:52+00:00
228,44196397,1514723037060468742,"@vladtenev 6 seconds, better said as 6000 milliseconds, which is a long time to computers, is about right",2022-04-14 21:51:28+00:00
229,44196397,1514720245113577473,i♥️u,2022-04-14 21:40:23+00:00
230,44196397,1514718700674306052,"@cameron If the current Twitter board takes actions contrary to shareholder interests, they would be breaching their fiduciary duty. 

The liability they would thereby assume would be titanic in scale.",2022-04-14 21:34:15+00:00
231,44196397,1514708354429456386,@Cernovich Good question,2022-04-14 20:53:08+00:00
232,44196397,1514702695332036610,@somospostpc @Alwaleed_Talal @Twitter @Kingdom_KHC 🧐,2022-04-14 20:30:39+00:00
233,44196397,1514698036760530945,"Taking Twitter private at $54.20 should be up to shareholders, not the board",2022-04-14 20:12:08+00:00
234,44196397,1514686582745284651,"@PoliticalShort @Twitter Absolutely. It would be utterly indefensible not to put this offer to a shareholder vote. They own the company, not the board of directors.",2022-04-14 19:26:37+00:00
235,44196397,1514683079968931841,"@Alwaleed_Talal @Twitter @Kingdom_KHC Interesting. Just two questions, if I may. 

How much of Twitter does the Kingdom own, directly &amp; indirectly?

What are the Kingdom’s views on journalistic freedom of speech?",2022-04-14 19:12:42+00:00
236,44196397,1514681422212128770,Will endeavor to keep as many shareholders in privatized Twitter as allowed by law,2022-04-14 19:06:07+00:00
237,44196397,1514564966564651008,"I made an offer 
https://t.co/VvreuPMeLu",2022-04-14 11:23:21+00:00
238,44196397,1514529863855710214,RT @SpaceX: Photos from the @space_station of Dragon and the Ax-1 astronauts approaching the orbiting laboratory before docking on Saturday…,2022-04-14 09:03:52+00:00
